comment,hospital,star,rating
"Trung tâm nằm trong khu vực yên tĩnh. Bãi giữ xe cho khách được bố trí ở ngoài, đối diện cổng vào. Công ty mình cho nhân viên khám sức khoẻ định kỳ hàng năm ở đây. Chất lượng cũng tạm ổn thôi chứ chưa phải tốt. Có nhiều khâu vẫn còn quoa loa. Cơ sở vật chất cũng còn hạn chế..",Trung tâm Y tế Vietsovpetro,4 sao,"3,4"
"Cơ sở vật chất tốt nhân chất lượng dịch vụ và thái độ nhân viên, y bác sĩ ở mức trên trung bình xíu. Được bảo cấp (ko làm, lg ko hiệu que vẫn dc tồn tại) nên tư duy trì trệ",Trung tâm Y tế Vietsovpetro,4 sao,"3,4"
đi khám sức khoẻ để đi làm ở bv này cho kết quả viên gan b trong khi mình không hề bị. làm ảnh hưởng rất rất nhiều đến tinh thần cũng như công việc. quá tệ,Trung tâm Y tế Vietsovpetro,1 sao,"3,4"
"Đội ngũ nv tiếp nhận dịch vụ cực kỳ kém, làm thì chậm mà liên tục quay sang buôn chuyện. Đăng ký để dc khám mất hơn 1h. Bác sỹ khám hời hợt
Nhìn chung  chỉ phục vụ hồ sơ cho mấy công ty thôi chứ khám chữa bệnh nên tránh",Trung tâm Y tế Vietsovpetro,1 sao,"3,4"
"Chất lượng dở tệ,tranh thủ xin nghỉ buổi sáng đi siêu âm bụng mà đợi từ 8h đến đến 11h30 vẫn chưa đến lượt.toàn ưu tiên nhân viên bên ngân hàng kia đến khám SK định kì,nhiều cô chú lớn tuổi đến sớm phải ngồi đợi đến trưa mà ng đến khám sau thì đc khám trước.hài.....",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
"Phòng khám làm ăn kì cục,đã mệt đi khám bệnh để xin nghĩ ốm, tốn thời gian đi khám nhưng k cho giấy nghĩ bảo hiểm. Vậy thì nói thẳng ngay từ đầu ngta khỏi khám đi, ở nhà mua thuốc uống cho rồi, lên được phát toàn ba cái thuốc giảm đau mất thời gian, mệt còn hay hành.",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
"Chất lượng dở tệ, ngồi đợi gần 2 tiếng mà chưa được khám. Ko biết sắp sếp kiểu gì người ngồi đợi trước thì khám sau người đến sau thì khám trước??",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
"Thái độ nhân viên rất tệ, đi khám không hiểu, không biết vị trí sắp xếp như nào thì hỏi có chủ ngữ vị ngữ rõ ràng mà sao nhận viên lại trả lời cái kiểu trịch thượng như vậy ? Training lại thái độ lẫn service của nhân viên đi, không phải là …",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
"Dịch vụ khám chữa bệnh BHYT nếu so sánh cùng tuyến với Trung tâm Y tế tp Vũng tàu thì nơi đây tốt hơn nhiều về các mặt như: thời gian chờ đợi ít , đội ngũ y bác sĩ niềm nở nhiệt tình, chuyên nghiệp, cấp thuốc đúng bệnh và linh hoạt. Nơi đáng tin cậy để khám chữa bệnh.",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,5 sao,"2,8"
"Xin đừng ai đi khám sức khỏe để đi làm....khám buổi sáng phải đợi tới buổi chiều ...tôi chuâ thấy pk như nào cả....tôi đã khám sk ở BV công lấy liền.
Làm rất tốn thời gian của mọi người",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
"Nên xem lại thái độ làm việc của nhân viên phòng chụp x quang gắt gỏng và khó chịu ra mặt
Mình tới bỏ tiền ra khám chứ ko phải ăn xin ạ",Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
Nhân viên thu ngân thái độ chảnh chọe. Cần cải thiện chất lượng phục vụ.,Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,2 sao,"2,8"
Bác sĩ gì vừa bấm zalo vừa nói chuyện nhân viên xong quay qua nói chuyện như chửi khách hàng. Tức quá không thèm khám đi về luôn. Tính mình siêu dễ mà chịu không nổi là hiểu rồi,Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
Phòng khám đa khoa sài gòn hôm qua tôi đưa em gái đi  khám chấm cho 0 điểm... - 1 sao .bác sĩ khám thai đàng hoàng là 1 bác sĩ mà xưng hô mày tao với bầu . Thái độ to tiếng . Chưởi bới . Chưởi bầu này kia . Em gái tôi thuật lại mà tôi không …,Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8"
Vợ mình bị khỉ cắn trên chùa khỉ ở núi lớn nên đi chích ngừa ở Vnvc nhưng chỉ chích vaccine dại ( 500k 1 lần) mà không hề rửa vệ sinh vết thương. Làm phải đi qua chỗ y tế phường này để can thiệp. Tuy trễ 6h chiều nhưng vẫn giúp đỡ rửa vết thương. Xin cám ơn nhân viên ở đây.,Trung Tâm Y Tế Tp. Vũng Tàu Trạm Y Tế Phường 2,5 sao,"3,4"
Làm vuệc quá kém thiếu chách nhiệm  lơ là với công việc  ko tôn trọng   bệnh nhân,Trung Tâm Y Tế Tp. Vũng Tàu Trạm Y Tế Phường 2,1 sao,"3,4"
