comment,hospital,star,rating
"Mình chở con nhỏ lên tái khám chụp x quang,đến BV thì 4h25,điều dưỡng sợ làm quá giờ hay sao mà không chịu nhận bệnh,nói như vậy thì tại sao để bảng không nhận bệnh nhân lúc 4h25 đi,để 4h30 làm gì,bộ làm thêm vài phút k đc hả...trong khi đó …",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"Khoa nội nhi, nhân viên y tế thái độ rất TỆ. TỆ nhất trong TẤT CẢ các bệnh viện tôi từng đi !",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"10 điểm cho khoa sản,nhân viên y bác sĩ nhiệt tình,sạch sẽ thoáng mát...xin cảm ơn đội ngũ  y bác sĩ cho vợ mình 1 ca sinh thành công tuyệt vời",Bệnh viện Đa khoa Thăng Hoa,5 sao,"3,0"
"Nhân viên tụ tập nói chuyện không chỉ dẫn cho bệnh nhân ,chờ bệnh nhân mở miệng hỏi mới hướng dẫn, tiết kiệm điện quá mức tối thui, thái độ nhân viên thu ngân ngày 27/4/2023 nạt nộ , nói chuyện khó chịu trong khi bệnh viện vắng khách. Bỏ …",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"Bênh viện rất rất tệ , đơn thuốc cũng sai, dịch vụ tệ hại, nhân viên chậm chạm",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"Sáng nay ngày 25/4 . Tôi đã đến xét nghiệm máu và chụp x Quang tại bệnh viện . Khi đến chụp x quang rất nhiều bệnh nhân chụp sau tôi .sau khi chờ hơn 1 tiếng đồng hồ tôi vẫn chưa nhận được kết quả phim mà hỏi nhiều lần nv y tế vẫn kêu chờ , …",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"Cơ sở hạ tầng mới nhưng dịch vụ vệ sinh quá tệ hộ lý làm việc k chuyên nghiệp , kiến ba khoan bò khắp phòng bệnh viện ,kiểm soát nhiễm khuẩn bệnh viện không thấy sử lý, ga giường nằm 3 ngày không thấy thay mới, gối mềnh không cung cấp đủ cho bệnh nhân,",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0"
"Bệnh viện rất sạch sẽ, mình thấy cứ cách tầm 1 tiếng là lại có cô lau dọn sàn. Bác sĩ ở đây rất giỏi và tận tình nha, mà còn vui vẻ nữa. Nhà vệ sinh sạch sẽ. Mình Đánh giá cao bệnh viện này.",Bệnh viện Đa khoa Vĩnh Đức,5 sao,"4,3"
Mình đi khám bé nhà mình 3.5 tháng tuổi . khám thắng lưỡi y tá bảo bs đi phẫu thuật rồi. K ai khám được. Vậy cùng lúc 2 bệnh cấp cứu thì bs ở đâu làm. Còn bảo ở đây chỉ kiểm tra thôi còn phẫu thuật phải ra sản nhi. Làm ăn rất vớ vẩn,Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3"
"Thời gian chờ quá lâu. Mất 25' từ lúc lấy số đến lúc ra phiếu khám, chờ thêm 20' tại khoa khám, và tiếp tục chờ hơn 1h từ 8h17 đến 9h20 tại khoa siêu âm mà vẫn chưa tới lượt. Bv có đợt khám sức khỏe cho 1 cty nào đó, nhưng dường như việc …",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3"
"Phía trước hết chỗ đậu,xoay sở mãi ra sân sau gặp đúng ông bảo vệ quát to,hết chỗ rồi đi ra ngoài đường mà tìm chỗ đậu,mà rõ ràng còn chỗ,tuy là người già nhưng cư sử vậy với khách hàng thì thật thô lỗ",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3"
"Khám tổng quát dịch vụ khá ổn, bác sĩ, y tá cực kỳ nhiệt tình chu đáo. Rất thích dịch vụ thêm: y tá hướng dẫn chi tiết, dẫn đến từng phòng đặt chỗ khám. Bác sĩ khám qua trưa, hoàn thành để bệnh nhân khỏi phải đợi đến chiều để nhận kết quả. 10/10 👍👍 …",Bệnh viện Đa khoa Vĩnh Đức,5 sao,"4,3"
"Bé mình 10 tháng tuổi bị sốt mấy ngày, khóc liên tục nên đưa vào đây khám bệnh.
Mới vào thấy sạch sẽ, nhưng phía sau thì hơi bẩn. Chuẩn đoán, xét nghiệm cho bé chưa kỹ, còn sơ sài. Khám bệnh cảm thấy chưa chuyên tâm và nhiệt tình bằng bv …",Bệnh viện Đa khoa Vĩnh Đức,2 sao,"4,3"
Đi khám chờ siêu âm quá lâu. Trong khi phía ngoài ngồi chờ chưa đến 10 người . mà trong khi đó có 3 phòng siêu âm mở nhưng mình chờ hơn 30phut vân chưa kêu số . mình tới hỏi thì nhân viên mới đem phiếu vô phòng và 20 phút sau con mình mới dc siêu âm.,Bệnh viện Đa khoa Vĩnh Đức,3 sao,"4,3"
"Bệnh viện thật thoáng mát,sạch sẽ. Nhân viên tiếp đón hổ trợ rất nhiệt tình. Phân khu khám từng khu khá là hợp lý. Đánh giá 5sao.",Bệnh viện Đa khoa Vĩnh Đức,5 sao,"4,3"
"Một trong những bs Nam bên khoa sinh thái độ rất khó chịu
Bs nữ thì rất thân thiện và nhiệt tình vợ mình đã sinh thường ở đây 2 lần và mọi thứ đều rất tốt
Cảm ơn Nữ bs rất nhiều",Bệnh viện Đa khoa Vĩnh Đức,4 sao,"4,3"
"Chi phí cao , lúc tư vấn thì nói đc bảo hiểm chi trả , lúc thanh toán tiền thì lại nói không được….",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3"
"**Điểm +
Bác sĩ xét nghiệm, bs chụp Xq, bs Hoài vui vẻ, nhiệt tình, khám nhanh thao tác nhanh gọn lẹ …",(Saigon Hoi An General Hospital) Bệnh viện Đa khoa Sài Gòn Hội An,4 sao,"3,9"
"Nhân viên khoa khám chỉ dẫn mình tận tìnn,vui vẻ.Bác sĩ khoa khám tận tình,tư vấn kĩ",(Saigon Hoi An General Hospital) Bệnh viện Đa khoa Sài Gòn Hội An,5 sao,"3,9"
"Mình có con vào khám , bs hỏi chuyện nhiệt tình . Khám nhanh , có tính tiền thì hơi lâu",(Saigon Hoi An General Hospital) Bệnh viện Đa khoa Sài Gòn Hội An,4 sao,"3,9"
