comment,hospital,star,rating
"Trước tiên, tôi xin gửi lời cảm ơn chân thành đến Quý Ban Giám đốc và đội ngũ y bác sĩ vì đã dành thời gian lắng nghe về những góp ý, nguyện vọng của chúng tôi. Việc lắng nghe và thấu hiểu ý kiến từ phía người dân là một bước đi vô cùng …",Bệnh viện Đa khoa Tỉnh Bình Thuận,5 sao,"2,5"
"Có âm sao cho luôn, bệnh viện thua cả phòng khám đa khoa trong sài gòn, bệnh viện gì chuẩn đoán tùm lum, lúc bị này lúc bị nọ, chuẩn đoán không ra bệnh, lúc chuẩn đoán bệnh này, lúc bệnh nọ, y bác sĩ nghiệp vụ cực cực kì kém, thua",Bệnh viện Đa khoa Tỉnh Bình Thuận,1 sao,"2,5"
"Kính gửi ban lãnh đạo bênh viện đa khoa tỉnh bình thuận và anh chị bộ phận chăm sóc khách hàng bệnh viện.
cho em có thắc mắc một số vấn đề như sau ạ! …",Bệnh viện Đa khoa Tỉnh Bình Thuận,2 sao,"2,5"
"Mình thấy ở đây bác sĩ và y tá rất niềm nở và hoà đồng nchung mình thấy rất oke , nhà vệ sinh cũng tạm k biết có phải do mình đi sớm hay không…mình thấy rất oke….",Bệnh viện Đa khoa Tỉnh Bình Thuận,5 sao,"2,5"
Lao công nói chuyện xách mé bệnh nhân. Bác sĩ rất oke nhưng mà lao công cái nết tưởng đâu giám đốc bệnh viện,Bệnh viện Đa khoa Tỉnh Bình Thuận,3 sao,"2,5"
"Bệnh viện có một vài thành phần nhân viên điều dưỡng y tá, bác sĩ không biết cách ứng xử, thái độ thiếu tôn trọng với bệnh nhân và người nhà bệnh nhân.",Bệnh viện Đa khoa Tỉnh Bình Thuận,1 sao,"2,5"
"Bệnh viện có một vài thành phần nhân viên như y tá, bác sĩ không biết cách xử sự, thái độ thiếu thân thiện với bệnh nhân và người nhà bệnh nhân.",Bệnh viện Đa khoa Tỉnh Bình Thuận,1 sao,"2,5"
"Cho hỏi bệnh viện ngày thứ 7 và chủ nhật là hok làm việc chích thuốc cho bệnh nhân nội trú tại bv hay sao
Bệnh nhân đợi đến 11h trưa ko đc ăn trưa nghĩ ngơi mà phải nằm đợi các ace điều …",Bệnh viện Đa khoa Tỉnh Bình Thuận,2 sao,"2,5"
"e nói thật các lãnh đạo bv nha
phòng khoa sản tần trện
các lãnh đạo khoá tất cả  làm j …",Bệnh viện Đa khoa Tỉnh Bình Thuận,1 sao,"2,5"
"Con tôi sinh tại đây, mới đẻ ra hồng hào nhưng vài tiếng sau bị nổi mẫn đỏ. Bác sĩ đề xuất điều trị bằng kháng sinh, tôi quyết chuyển viện qua bv tỉnh. Sau 3 ngày thì con tôi hết bệnh, cách điều trị chỉ đơn giản là thay loại tả và loại sữa, …",Bệnh Viện Đa Khoa Tâm Phúc,1 sao,"3,5"
"Nơi khám sức khoẻ lái xe, việc làm, công ty thời gian khám hết khoảng 1 giờ đồng hồ",Bệnh Viện Đa Khoa Tâm Phúc,3 sao,"3,5"
"✅  Bệnh viện Tâm Phúc ở thành phố Phan Thiết là nơi khám và chữa bệnh dịch vụ.

👉 Bác sỹ thăm khám 2 lần/ ngày. Bs và nhân viên thân thiện, vui vẻ, nhiệt tình. …",Bệnh Viện Đa Khoa Tâm Phúc,4 sao,"3,5"
Dịch vụ rất tốt và CSKH rất nhiệt tình… sạch sẽ thoáng mát mọi thứ rất tốt…,Bệnh Viện Đa Khoa Tâm Phúc,5 sao,"3,5"
"Mới chở nhỏ e đi chụp CT. 1060k (cao hơn bv tỉnh chút)
Bv tư này ok. Nv hay bs đều vui vẻ. Hướng dẫn nhẹ nhàng. Có chỗ cho bé chơi",Bệnh Viện Đa Khoa Tâm Phúc,5 sao,"3,5"
"dịch vụ khá rườm rà nhưng chất lượng không bàn cãi, chuyên môn bác sĩ rất cao và chuyên nghiệp, đặc biệt là chuyên nghành nhi khoa, em mình vào được tư vấn rất kĩ và các điều dưỡng rất nhiệt tình. Chúc mọi người luôn khỏe mạnh và không nên đến đây",Bệnh Viện Đa Khoa Tâm Phúc,5 sao,"3,5"
Bs điều trị nhiễm khuẩn HP hơn 2 tháng từ 240 con vì khuẩn còn 120 con vi khuẩn.,Bệnh Viện Đa Khoa Tâm Phúc,1 sao,"3,5"
"Bệnh viện sạch sẽ, bác sĩ, điều dưỡng tận tâm,",Bệnh Viện Đa Khoa Tâm Phúc,4 sao,"3,5"
"Ở đây có test covid, tuy nhiên giá quá cao, 290k/mẫu, lại k có test gộp.",Bệnh Viện Đa Khoa Tâm Phúc,3 sao,"3,5"
"Bị tngt khám tổng quát toàn bộ không phát hiện bệnh, bệnh nhân nói đau ở bên hông sườn thì kết luận không sao hết, 2 tuần sau vẫn đau ở bên sườn đi khám lại thì kết luận gãy 1 xương sườn. Nhân viên tiếp tân thì dễ thương, còn lại thì thái độ chả ra sao cả, rất hời hợt, trang thiết bị trông hiện đại nhưng làm bn rất thất vọng",Bệnh Viện Đa Khoa Tâm Phúc,1 sao,"3,5"
"Mình và gia đình hay khám & chọn An Phước là nơi đăng kí BHYT cho gia đình trong suốt nhiều năm.
Tuy nhiên , đây là lần đầu tiên mẹ mình phải nhập viện để phẫu thuật mổ . Bác sĩ …",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
"Bệnh viện An Phước sạch sẽ, nhân viên nhiệt tình. Ba tôi bị u tuyến tiền liệt là bệnh nhân của bác Kinh Nhất Siêu. Ba được bác thăm khám hỗ trợ rất nhiệt tình. Cảm ơn bác rất nhiều",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
"Nhiệt tình, Sạch sẽ, hiện đại.
Tuy nhiên, khoa chuẩn đoán hình ảnh chưa liên thông với khoa khám bệnh nên bệnh nhân phải ngồi chờ kết quả. …",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
"Bị gãy cái tay tâm lý hoang  mang vô gặp nguyên đội ngũ bs, chuyên viên tận tâm, chu đáo cảm giác yên tâm hẳn
Vote cho bs Trung Thanh luôn ạ, tư vấn nhẹ nhàng, 10 điểm không có nhưng",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
"Theo mình dịch vụ tốt, tất nhiên không ai mong muốn mình cũng như những người thân mình bị bệnh cả, nhưng đều đó là không thể tránh khỏi. Ít nhất vài lần trong đời chúng ta đều phải cần đến bác sĩ, nhất là các gia đình có con nhỏ. Hai bé …",Bệnh Viện Đa Khoa AN PHƯỚC,4 sao,"3,4"
"Bữa nay đi khám tai cho bé mà bác sĩ không nhiệt tình gì cả,hỏi thì nói,còn bình thường không giải thích gì để cho người thân hiểu và yên tâm,khám dịch vụ để được bác sĩ khám và giải thích kĩ hơn,chứ khám dịch vụ mà kiểu này thà khỏi ghi chữ dịch vụ",Bệnh Viện Đa Khoa AN PHƯỚC,1 sao,"3,4"
"Thủ tục rườm rà, khánh bệnh lòng vòng.
Khám xong vẫn chưa biết bị gì và điều trị kiểu gì.
Thành toán hạn chế. Ck vào tk cá nhân thay vì vào tk doanh nghiệp nhưng đau quá …",Bệnh Viện Đa Khoa AN PHƯỚC,2 sao,"3,4"
"Hôm nay tôi khám răng ở đây và thấy một tình huống oái oăm. Một chị đùng đùng dẫn con ra khỏi phòng khám, còn quay lại mắng bác sỹ là con cô ấy đau răng mà bác sỹ không động viên con cô ấy nên không xứng là bác sỹ! Các bác sỹ và nhân viên y …",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
"Né xa nhé, làm tiền số 1. Bệnh chả có gì về cổ chân ko chụp X mà bắt chụp MRI. Xong hù đau này đau nọ, đứt dây chằng phải vào chợ rẫy phẩu thuật giá 40tr. Tôi ra ngoài phòng khám chụp X lại thì chẩn đoán bong gân, băng bó vài ngày sau khoẻ. Tay nghề các bác quá cao!",Bệnh Viện Đa Khoa AN PHƯỚC,1 sao,"3,4"
"Mình thấy rất nhiều đánh giá kèm sự không hài lòng, nhưng người quan trọng nhất khi bạn bệnh vẫn là bác sĩ, bạn không tin bác sĩ khi bạn ko thể làm gì thì bs cũng ko thể giúp các bạn. Cảm ơn bác sĩ Duy khoa cấp cứu đã trợ giúp case của …",Bệnh Viện Đa Khoa AN PHƯỚC,5 sao,"3,4"
Tôi cần gặp giám đốc bệnh viện về việc khám chữa bệnh tại đây. Làm ăn vô trách nhiệm và thái độ nhân viên rất tệ,Trung tâm Y tế Phan Thiết,1 sao,"2,2"
Có ăn học mà thái độ và ý thức thua những người ko học. Bệnh nhân ko biết hỏi thì trả lời cáu gắt,Trung tâm Y tế Phan Thiết,1 sao,"2,2"
"Bác sĩ, y tá thiếu ý thức người tới trước chờ 1 tiếng đồng hồ chưa kêu vô mà người tới sau đưa thì kêu vô không bao giờ tới đây lần nào nữa",Trung tâm Y tế Phan Thiết,1 sao,"2,2"
"chưa đi tới chỗ nào mà nó tệ như vậy, ngày nay qua, bên lễ tân rất là thái độ luôn nha, làm lễ tân nói chuyện mà sợ người khác nghe hay sao á đứng mà phải hỏi lại mấy lần mới nghe, hỏi nhiều thì nộ nạc (lần đầu là thấy không hài lòng rồi …",Trung tâm Y tế Phan Thiết,1 sao,"2,2"
"Các khoa tai mũi họng ko có bác sĩ làm việc, bảo vệ vô học nói chuyện mất lịch sự, người dân không nên đến đây khám bệnh ! Bệnh viện thiếu chuyên nghiệp",Trung tâm Y tế Phan Thiết,1 sao,"2,2"
Bác sĩ khám bệnh phòng 26 khoa y học cổ truyền và một chú ngồi ở quầy hướng dẫn (không rõ nhân viên hay bác sĩ) có thái độ cực kì khó chịu với người khám bệnh.,Trung tâm Y tế Phan Thiết,1 sao,"2,2"
"Tôi ko khám Họng và tim thuốc đâu!!😱
Đáng sợ quá😱😱😱😱 …",Trung tâm Y tế Phan Thiết,3 sao,"2,2"
Được rồi,Trung tâm Y tế Phan Thiết,4 sao,"2,2"
Tốt,Trung tâm Y tế Phan Thiết,5 sao,"2,2"
"Đông nhưng thủ tục nhanh ok nha, bác sĩ tư vấn kỹ nhân viên nhiệt tình. Khám kỹ hết hẳn sau 3 lần thuốc đáng tin cậy",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Nghe tiếng bv đã lâu nay mới có dịp dẫn người nhà tới khám, rất cảm ơn đội ngũ y bác sĩ không chỉ giỏi chuyên môn mà còn rất thân thiện và tận tâm với mẹ tôi , bệnh nhân đông nhưng thủ tục đăng ký và khám rất nhanh, kỹ càng. Mong bv phát triển hơn nữa trở thành lựa chọn hàng đầu trong lòng bà con trong và ngoài tỉnh",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Bệnh viện thường xuyên tổ chức đoàn khám từ thiện ở các xã nên mình thấy rất tin tưởng, đã khám ở đây và 1 lần thuốc là khỏi bệnh. Sẽ giới thiệu người thân và bạn bè tới. Chúc bệnh viện ngày càng phát triển hơn nữa.",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Đội ngũ y bác sỹ tại bệnh viện mắt Bình Thuận rất chuyên nghiệp và đặc biệt rất là nhiệt tình, thân thiện với bệnh nhân. Rất hài lòng với thái độ làm việc tại đây!",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Mình đã khám và trải nghiệm :Bệnh viện sạch sẽ, trang thiết bị hiện đại, đội ngũ nhân viên y tế chu đáo, tận tâm. Có các bác sĩ chuyên gia nhãn khoa hàng đầu về Mắt phẫu thuật cườm khô. Một viện Mắt đáng tin cậy ở Bình Thuận...",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Dịch vụ tại bệnh viện rất chu đáo, từ khâu tiếp nhận đến khi kết thúc quá trình khám. Tôi cảm thấy được chăm sóc và quan tâm rất nhiều. Cảm ơn các bác sĩ và nhân viên y tế đã hỗ trợ tận tình",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Bệnh viện mới, trang thiết bị hiện đại, đội ngũ y bác",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
Cơ sở mới. Y bác sĩ khám kỹ. Đợt rồi dẫn bà đi mổ tại đây . Từ mắt không thấy gì đi đâu con cháu củng phải dìu đi nay mổ xong mắt đã sáng. Đã tự sinh hoạt được .thật lòng cảm ơn bv rất nhiều. Chúc bv ngày càng phát triển và giúp nhiều người mắt sáng hơn nữa,Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Bệnh viện rất sạch sẽ, máy lạnh mát mẻ, nhân viên thì vui vẻ, bác sĩ thì khám và tư vấn rất kĩ, nhiệt tình. Giá các dịch vụ khám và mổ mắt rất rẻ, từ nay ở Phan Thiết không cần phải đi xa mà vẫn có thể chăm sóc đôi mắt khỏe đẹp.",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Bệnh viện mới, sạch sẽ, nhân viên nhiệt tình, bác sỹ giỏi. Mình rất hài lòng sau khi thăm khám tại bv.",Bệnh viện Mắt Bình Thuận,5 sao,"4,9"
"Bệnh viện sạch sẽ, nhân viên y tế nhiệt tình, các Bác sỹ tận tình tư vấn chu đáo. Chắc chắn sẽ quay lại để khám bệnh",Bệnh Viện Da Liễu Tỉnh Bình Thuận,5 sao,"3,3"
"Đi nhiều bệnh viện nhưng Bệnh viện da liễul rat nhiet tinh chu đáo, tận tình chỉ dẫn, bs tu van kỷ càng về tình hình bệnh, nên rất yên tâm",Bệnh Viện Da Liễu Tỉnh Bình Thuận,5 sao,"3,3"
"Khám như không khám, đi vô bác sĩ ngồi bấm điện thoại, tám chuyện, ko thèm coi
Xong đưa toa ra ngoài mua.
Uống ko thấy hết càng nặng thêm
Tệ",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
"Bảo vệ bệnh viện ,vô khám bệnh sai dắt xe để chỗ này chỗ kia ko khác gì xin đậu xe ké, 2 bv ngồi nc cười cợt như 2 bà tám",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
"Mình đã một lần đến đây để xóa thịt thừa trên da, phong cách phục vị bệnh nhân ở đây đối với mình là tốt, không cần đi ở ngoài. Thanks",Bệnh Viện Da Liễu Tỉnh Bình Thuận,3 sao,"3,3"
"chưa hết giờ làm việc, 4h40 đã bỏ về hết từ bác sĩ đến nhân viên y tế . quá tệ. mình từ tánh linh chạy ra phan thiết cuối cùng đi về ngược lại tánh linh",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
"bác sĩ khám bệnh không có chuyên môn! chuẩn đoán và đưa toa thuốc cho bệnh nhân sai, kết quả điều trị bệnh càng nặng hơn!",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
"Thuốc người ta bán 1 hộp 10 vĩ , 300k , bên bệnh viện bán bao nhiêu đây 300k , còn giữ hóa đơn của bệnh nhân , quá tệ",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
Bệnh viện phục vụ tận tình chu đáo,Bệnh Viện Da Liễu Tỉnh Bình Thuận,5 sao,"3,3"
"Bv khám có thẻ Bảo hiểm y tế, xét nghiệm giun sán  nhưng lại không có thuốc trị, mà bs ghi toa tự bỏ tiền mua ngoài  để mua ngay trong nhà thuốc b.viện này, tại sao bv là nơi chuyên khám chữa bệnh mà chỉ biết khám chứ ko có thuốc chữa bệnh là sao? Bs cho toa mua ngoài.",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3"
"Bệnh viện rất sạch sẽ, bác sĩ và các chị rất có tâm. Rất nhiệt tình, thân thiện đáng yêu..vv..lần đầu tiên thấy có 1 bệnh viện mà đội ngũ y bác sĩ cute dị luôn á. Chúc các anh chị luôn có nhiều sức khỏe. Cảm ơn và cảm ơn rất rất nhiều. Chân thành cảm ơn anh chị 🥰 …",Bệnh Viện Phổi Tỉnh Bình Thuận,5 sao,"3,6"
"chữa trị bệnh phổi, lao, bệnh viện rất sạch sẽ",Bệnh Viện Phổi Tỉnh Bình Thuận,5 sao,"3,6"
"Chuyên chữa trị lao, phổi nhẹ và nặng",Bệnh Viện Phổi Tỉnh Bình Thuận,4 sao,"3,6"
Chưa vào nhưng chỉ thấy ở ngoài,Bệnh Viện Phổi Tỉnh Bình Thuận,3 sao,"3,6"
Bệnh viện lao,Bệnh Viện Phổi Tỉnh Bình Thuận,3 sao,"3,6"
Vắng,Bệnh Viện Phổi Tỉnh Bình Thuận,3 sao,"3,6"
Tạm,Bệnh Viện Phổi Tỉnh Bình Thuận,2 sao,"3,6"
Tốt,Bệnh Viện Phổi Tỉnh Bình Thuận,5 sao,"3,6"
Tốt,Bệnh Viện Phổi Tỉnh Bình Thuận,4 sao,"3,6"
Nhân viên y tá BV thiếu đạo đức hành nghề. Ăn nói thiếu lịch sự và phục vụ bệnh nhân ko chu đáo,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,1 sao,"3,4"
Bệnh viện y tá k có kiến thức. Mẹ tôi làm mệt y tá đòi dẫn đi tập vật lý trị liệu. Trong khi mẹ tôi đi k nổi. Đã mẹ tôi uống hạ sốt r. Tôi nói k cho uống nữa. Nó ép cho uống nên chuyển khoa cấp cứu. Phòng óc k vệ sinh kỷ để 2 3 ngày. Quá tệ hại,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,1 sao,"3,4"
Từ cổng vào gặp mấy em gái ngồi phòng phát sổ khám bệnh rất trẻ ăn nói với bịnh nhân như loại vô học,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,1 sao,"3,4"
"Bệnh viện rộng rãi, cần thêm cây xanh, nên tạo công viên có các dụng cụ thể dục để kết hợp phục hồi sưc khỏe cho bệnh nhân.",Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,3 sao,"3,4"
Tuyệt vời nhiều phương pháp rất hay hiệu quả,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,5 sao,"3,4"
"quá tệ đến một lần tởn đến già ,bác sĩ không có trách nhiệm nộ nạt bệnh nhân bệnh viện không sạch sẽ nhà wc hôi thúi , muỗi thì nhiều , lao công dọn dẹp la quát cọc cằn 1 sao",Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,1 sao,"3,4"
"Y sĩ ,bác sĩ như dân chợ búa nhất là mấy ông tập vật lý trị liệu mẹ tôi bị trật vai bảo các ông tập nhẹ các ông nói giọng chợ búa làm vai mẹ tôi bị bán trật , mẹ tôi nằm khoa cấp cứu bị sốt báo 3 hôm để cho thuốc hạ sốt mấy bà y tá chửi , …",Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,1 sao,"3,4"
Nơi khám chữa bệnh cho người dân,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,5 sao,"3,4"
"Rộng rãi, thoáng mát, yên tĩnh là cảm nhận đầu tiên khi đến đây.
Đón tiếp niềm nở, ân cần, chẩn đoán bệnh bằng các thiết bị Tây y (siêu âm) nên khả năng chính xác cao, không như vài người nhầm tưởng là chỉ có bắt mạch. …",Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,5 sao,"3,4"
Tuyệt vời,Bệnh Viện Y Dược Học Cổ Truyền & Phục Hồi Chức Năng,5 sao,"3,4"
Là nhân viên mà ăn nói trịch thượng. Cần xem lại cách làm việc và chấn chỉnh ngay !!! Không có kỹ năng giao tiếp với khách hàng. Cần ăn học thêm !!!,PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,1 sao,"3,4"
"Khám rất nhanh nhưng lấy thuốc phải đợi làm rất lâu .
Không công khai minh bạch chi phí khám mà phải để nhân viên tự tính .",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,1 sao,"3,4"
"Rất thoải mái như nhà mình nhân viên và đội ngủ Y BS nhiệt tình năng động, tài xế lái xe cấp cứu nhanh nhẹn ân cần chu đáo. Rất hài lòng",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,5 sao,"3,4"
"Khám sức khoẻ thi bằng B2, nhưng bệnh viện bắt buộc phải chụp X-Quang, dù đã cố giải thích là trung tâm tổ chức thi không cần. Bị bác sĩ chụp X-Quang trả hồ sơ vì không chịu chụp. Còn lại mọi thứ ổn.",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,2 sao,"3,4"
"Cơ sở mới mở, hy vọng đời mình sẽ không vào những chỗ này.",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,4 sao,"3,4"
Bác sĩ và y tá nhiệt tình nhưng chi phí khám bệnh không rõ ràng,PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,1 sao,"3,4"
"Good, không gian thoáng mát, nhân viên nhiệt tình.",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,4 sao,"3,4"
chi phí khám bệnh k rõ ràng ăn chặn thêm tiền,PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,1 sao,"3,4"
Rất hài lòng. Quan điểm và dịch vụ khách hàng rất tốt,PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,5 sao,"3,4"
"Sạch sẽ, thoáng mát, chất lượng phục vụ tốt 👍 …",PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,5 sao,"3,4"
Khám chính xát nhưng có điều bs nói chuyện riên hoi bị nhiều và còn để bệnh nhân chờ trong những cuộc trò chuyện đó.,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,5 sao,"3,6"
"Tệ rất tệ. Thái độ nc thô lỗ, lớn tiếng. Chỉ 1 số thành phần mà làm hỏng cả 1 tập thể. Quá thất vọng",Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,1 sao,"3,6"
"Nơi thăm khám, chăm sóc sức khỏe bà mẹ, trẻ em, khám thai,...",Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,3 sao,"3,6"
Khám sức khỏe sinh sản,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,3 sao,"3,6"
Chủ nhật có làm không,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,2 sao,"3,6"
Được,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,5 sao,"3,6"
Tốt,Trung Tâm Chăm Sóc Sức Khỏe Sinh Sản Tỉnh Bình Thuận,5 sao,"3,6"
Bác sĩ khám và cho thuốc rất có tâm và đúng bệnh. Rất may mắn khi 2 bé nhà mình được gặp Bác từ rất sớm. Đúng là một bác sĩ vừa có tâm vừa có tầm. ^.^,Phòng Khám - Ts.Bs Đỗ Huy Sơn/Phòng tiêm chủng VCN 134 Nguyễn Hội,5 sao,"5,0"
"Mình mới đến Phan Thiết được vài tháng, may sao biết đến bác, mỗi lần con bệnh là ẵm đến bác khám về uống thuốc giảm triệu chứng hẳn, thường thuốc uống bác cho 3 ngày mà ngày thứ 2 là thấy đỡ nhiều. Bác khám có tâm.",Phòng Khám - Ts.Bs Đỗ Huy Sơn/Phòng tiêm chủng VCN 134 Nguyễn Hội,5 sao,"5,0"
Tạm ổn,Phòng Khám - Ts.Bs Đỗ Huy Sơn/Phòng tiêm chủng VCN 134 Nguyễn Hội,5 sao,"5,0"
"Tốt
👍 …",Phòng Khám - Ts.Bs Đỗ Huy Sơn/Phòng tiêm chủng VCN 134 Nguyễn Hội,5 sao,"5,0"
"Có khám sức khỏe cho người xin việc làm, người xin cấp cchn, bệnh xá ít bệnh nhân nên khám rất nhanh",Bệnh Xá Công An Tỉnh Bình Thuận,5 sao,"4,6"
Anh / chị ơi cho em hỏi khám  bệnh ở đây thì lệ phí hết bao nhiêu ạ,Bệnh Xá Công An Tỉnh Bình Thuận,5 sao,"4,6"
Khám beh ok ve mọi  mặt  hop ly rat hai log,Bệnh Xá Công An Tỉnh Bình Thuận,5 sao,"4,6"
