comment,hospital,star,rating
"Bệnh viện Hoàn Mỹ hay khu nghĩ dưỡng Hoàn Mỹ. Bệnh viện nằm trên đường khe sanh . Không gian thoáng mát , vệ sinh sạch sẽ, có xe đưa đón từ nhà gởi xe đến các khoa nội trú và khu vực khám bệnh . Đội ngũ nhân viên có tay nghề cao và có tâm …",Bệnh viện Hoàn Mỹ Đà Lạt,5 sao,"3,5"
"Bác sỹ nhân viên nhiệt tình thoải mái, niềm nở bệnh nhân.
Chỗ ở sạch sẽ.
Đồ ăn căn tin thì ok nhưng giá quá cao. …",Bệnh viện Hoàn Mỹ Đà Lạt,4 sao,"3,5"
"Y bác sĩ rất nhiệt tình, dễ thương, gần gũi bệnh nhân. Phòng bệnh hơi nhỏ, ồn do đang thi công.",Bệnh Viện Phục Hồi Chức Năng Tỉnh Lâm Đồng,4 sao,"4,1"
"Xét nghiệm nhanh covid 19, ít người, rất nhanh, đúng giá. Bệnh viện sạch sẽ, nhân viên phục vụ nhiệt tình. Ok",Bệnh Viện Phục Hồi Chức Năng Tỉnh Lâm Đồng,5 sao,"4,1"
"Phòng bệnh sạch sẽ, yên tĩnh, y tá, bác sĩ chăm sóc nhiệt tình",Bệnh Viện Phục Hồi Chức Năng Tỉnh Lâm Đồng,4 sao,"4,1"
"Bệnh viện sạch sẽ, khang trang, bác sĩ tư vấn kỹ, nhân viên hướng  dẫn tận tình, chu đáo, không có gì để chê",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
"Bệnh viện có  không gian khám chữa bệnh sạch sẽ, thoải mái, tạo cảm giác an tâm cho bệnh nhân khi đến thăm khám. Dịch vụ tư vấn tận tình về cách chăm sóc mắt, phòng ngừa các bệnh lý mắt❤️",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
"Nhân viên không có trách nhiệm với công việc.
Khách tới thì hai bạn túm lại nói chuyện, một bảo thì ngồi nói trỏng trơ.
Kỹ thuật viên thì mặt lầm lì khó chịu. …",Bệnh viện Mắt Sài Gòn Đà Lạt,1 sao,"4,6"
Bs mổ mắt có mùi rượu nồng nặc. Khi tháo chỉ cho bệnh nhân vẫn còn sót lại chỉ trong mắt khiến bệnh nhân đau rát phải vào bệnh viện kiểm tra và lấy sạch lần nữa. Mong bệnh viện làm việc chuyên nghiệp tận tâm hơn.,Bệnh viện Mắt Sài Gòn Đà Lạt,1 sao,"4,6"
"cám ơn các bác sĩ và nhân viên tại bv đã cung cấp 1 dịch vụ rất tốt, chuyên nghiệp. Ba tôi  u80 đã vui vẻ tự tin đạp xe thể dục mỗi chiều sau khi mổ đục thuỷ tinh thể tại đây.",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
"Dịch vụ tốt giá phải chăng, Bs khám kĩ. Đặc biệt là sạch sẽ ! Có điều bạn khám ở phòng khúc xạ nói chuyện hơi ko thân thiện lắm.
Nhưng tổng quan mọi thứ ok",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
"ngày hôm nay mình à bố mình đi khám mắt, bốc số 2 và 3, lúc đầu nhân viên lễ tân gọi số 1 và 2 lên để hỏi về việc muốn khám mắt như nào, mọi thứ vẫn ổn cho đến khi có một khách khác mang số 4 tới và đặt phiếu xuống, nhân viên vẫn  nhận …",Bệnh viện Mắt Sài Gòn Đà Lạt,1 sao,"4,6"
"Bệnh viện sạch sẽ, thiết bị hiện đại. Nhân viên, bác sĩ chăm sóc khách hàng tốt, tận tình.",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
Mình đến rửa mắt vì bụi bám.xuống phòng rửa mắt bác sĩ cho 1 bạn điều dưỡng làm thủ thuật.sau đó bs mới làm lại lần 2 k qtam mình có làm sao k.bệnh nhân hóa ra là chuột bạch cho bác sĩ dạy nghề thí nghiệm  hay sao chứ. Quá thất vọng vì cách làm việc vô lý của bv này.,Bệnh viện Mắt Sài Gòn Đà Lạt,1 sao,"4,6"
"Bệnh viện sạch sẽ, khang trang, nhân viên dễ thương, gần gũi, nhiệt tình, thân thiện, làm việc nhanh chóng, tiện lợi.",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6"
các bác sĩ và điều dưỡng rất thân thiện nhiệt tình,Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,5 sao,"4,0"
Bệnh Viện Y Học Cổ Truyền Phạm Ngọc Thạch này rất hay khi áp dụng song song phương pháp cổ truyền với y học hiện đại trong điều trị .,Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,5 sao,"4,0"
"Bệnh nhân đau vào cấp cứu bác sĩ k ra khám ,cô y tá ra ddo huyết áp hỏi đau lắm hả rồi vào nói bác sĩ, bác sĩ ngồi ở trong phòng vọng ra kêu nhập viện,tôi mới nói cô y ta sao k thấy bác ra khám xem như nào mak quyết định nhập viện thì bỏ đi,bệnh viện này có kiểu khám tâm linh z đó mọi người",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
"Bệnh viện chuyên môn kém, bệnh nhân bị thoái hóa cột sống cổ mà chỉ định châm cứu, còn khẳng định vật lý trị liệu không có tác dụng.
Bộ bác sĩ ko biết là châm cứu trong trường hợp này chỉ có tác dụng giảm đau? Bác …",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
"Bệnh nhân đội mưa đến để khám bệnh, không có bác sĩ trực thì lễ tân tỏ thái độ đuổi bệnh nhân? Bên ngoài ghi slogan “ân cần - nhiệt tình - chu đáo” là đã làm được chưa? Chữa bệnh lấy tiền chứ có ăn xin đâu mà làm giọng điệu đó? Chưa giúp …",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
"Mình ở phường 12, chỉ 1 mình đi rạch mắt vì bị chắp lẹo nên lựa bệnh viện vì gần nhà để có gì đi lại cho tiện hoặc để người thân còn đưa đón. Đội mưa đến và hỏi lễ tân khám mắt thì trả lời "" bác sĩ đi họp rồi lên đa khoa khám "". Xong ra …",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
Chưa thấy bệnh viện nào tệ như vậy.bệnh nhân xếp hàng dài chờ khám bệnh.bác sĩ bên trong ngồi lướt điện thoại .lướt chán thì gọi điện tám chuyện.bỏ mặc bệnh nhân không chịu khám.vô trách nhiệm,Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
"Mình bị Bong gân, nhưng khi vô khám thì bắt đóng 300k. K cho chụp X-quang mà lại siêu âm. Sau đó cô y tá lật cuốn sổ y học cổ truyền ra để xem với hình ảnh này thì là bệnh gì. Phán mình đứt dây chằng, thoát vị… bắt mình phải bó bột chứ …",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,1 sao,"4,0"
bệnh viện rất yên tĩnh sạch sẽ nhưng có điều khi ở lại châm cứu thì cô dọn vệ sinh hay nói lớn  bệnh nhân và hay nói mày với trẻ em và ờ đây châm cứu và uống thuốc hiệu con nai chỉ trong một tuần là bớt ngay cho luôn 5 sao,Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,5 sao,"4,0"
"Chất lượng khám chữa bệnh tốt. Các y bác sĩ và nhân viên thân thiện, nhiệt tình.",Bệnh viện Y học cổ truyền Phạm Ngọc Thạch Lâm Đồng,5 sao,"4,0"
"Tiêm chủng buổi chiều vui vẻ, thoải mái, bác sĩ tư vấn chu đáo, điều dưỡng trực vui vẻ, tận tình ạ! Có chỗ chơi và theo dõi sau tiêm cho bé rất thoải mái, nhà mình rất yên tâm khi đến phòng khám Y khoa Pasteur để khám bệnh và tiêm chủng và nhất định sẽ quay lại đây nhiều lần nữa!!",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Mình tiêm vacxin cho bé từ mới đẻ tới nay 6 tháng ở đây. Dịch vụ rất tốt. Bác sĩ tư vấn nhiệt tình rõ ràng. Giá có cao hơn bên ngoài xíu nhưng mọi thứ yên tâm
Trung tâm sạch sẽ. Có tư vấn và kiểm tra thuốc rõ ràng đầy đủ trước khi tiêm. …",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Dịch vụ chu đáo
Nhân viên nhiệt tình chu đáo
Không gian thoáng đãng, sạch sẽ, có hướng dẫn cụ thể …",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Hnay 1-6 cho bé lên tiêm chủng, được mấy cô tặng quà cho, dễ thương ơn, bé vui lắm luôn. Lúc ngồi chờ còn mua tượng để tô cho bớt chán, màu đẹp quá trời. Cảm ơn Trung tâm nhiều",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Giá cả đi kèm với dịch vụ tốt, bác sĩ tận tâm, nhân viên tất cả các khâu tận tình, không nghĩ ở Đà Lạt sẽ có nơi dịch vụ khám chữa bệnh tốt như vậy .",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Khám qua loa, làm cho có thấy gần hết giờ vô tv cho xong. Bs thì thái độ, không biết mới hỏi chứ biết chả ai thèm hỏi. Bỏ tiền ra đi khám chứ không phải đi nghe chửi ạ. Khó chịu vô cùng :))",Trung tâm Y khoa Pasteur Đà Lạt,1 sao,"4,0"
"Mới mấy tháng quay lại mà Trung tâm thay đổi nhiều thứ, chuyên nghiệp, không gian thoáng và rộng rãi hơn trước, nhân viên nhiệt tình chu đáo.",Trung tâm Y khoa Pasteur Đà Lạt,5 sao,"4,0"
"Trải nghiệm tiêm ngừa cho con ở đây ,bàn hướng dẫn nói chuyện cũng ít có tâm lắm trả lời qua loa hời hợt lắm ạ!
Vào khám bs Nam cũng. Lớn tuổi lịch sự lắm tư vấn thuốc tiêm 2 mũi và uống . Qua …",Trung tâm Y khoa Pasteur Đà Lạt,1 sao,"4,0"
Cho bé đi tiêm từ khi béhơn 2 tháng tuổi ở đây.lần này đến kêu bé bị ho nhờ b.s kt xem bé chích được k. B.s chuyên nhi ở đó thái độ khó chịu trả lại sổ kêu đem ra bàn ngoài cho 1 cô điều dưỡng khám.ồ điều dưỡng thì trình độ nào khám …,Trung tâm Y khoa Pasteur Đà Lạt,1 sao,"4,0"
Hệ thống sắp xếp thứ tự khám tiêm phòng có vấn đề. Đề nghị kiểm tra lại.,Trung tâm Y khoa Pasteur Đà Lạt,1 sao,"4,0"
"Mang tiếng là trung tâm y tế thành phố, tuy nhiên đây chỉ có lẽ hơn trạm y tế phường một chút.
Nơi gửi xe quá chật hẹp, mà thật ra là tận dụng vỉa hè bên suối còn sân trung …",Trung tâm Y Tế Thành Phố Đà Lạt,2 sao,"2,9"
"Thái độ bác sĩ nữ (lớn tuổi) phòng tai mũi họng (phòng khám số 13) rất khó chịu. Mình dẫn mẹ đi khám tai để xin giấy chuyển viện, vì mẹ mình nghe k rõ nên mình vào cùng phòng khám để lỡ bs có hỏi han gì thì còn nghe để trả lời thay. Nhưng …",Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
Bệnh viện hơi khuất một lúc mới tìm dò đc,Trung tâm Y Tế Thành Phố Đà Lạt,4 sao,"2,9"
"Làm việc quan liêu, thiếu trách nhiệm.
Lúc 10h45p sáng ngày 26/04/2022.
Nhân viên phòng chụp X Quang từ chối chụp cho người đi khám sức khỏe với lý do sáng giờ làm nhiều rồi.",Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
Làm ăn như cc. Hẹn khách lấy kết quả 3h đợi hơn 1 tiếng đồng hồ giám đốc k kí mình thằng giám đốc nhà mày có việc à,Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
Đợi quá lâu :),Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
Dịch vụ rất rất hay và rất là đẹp,Trung tâm Y Tế Thành Phố Đà Lạt,4 sao,"2,9"
T THÍCH THÌ SAO,Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
Bác sĩ nào cũng thái độ ..,Trung tâm Y Tế Thành Phố Đà Lạt,1 sao,"2,9"
"T5/2024

Hôm tháng 5-2024, mình có dịp đưa con đi thăm khám ở đây. …",Bệnh viện Nhi tỉnh Lâm Đồng,5 sao,"3,0"
Con mình viêm Phổi lần đầu nằm Bệnh viện Nhi trải nghiệm điều trị củng như dịch vụ rất tốt. Sau đó 1 tháng Mình cho con 8th cấp cứu lại trong tình trạng khó thở suy hô hấp mà các bác sĩ tại khoa cấp cứu lại bắt qua khám và được cấp thuốc về …,Bệnh viện Nhi tỉnh Lâm Đồng,2 sao,"3,0"
"Cháu mình điều trị viêm phổi tại khoa nhiễm của bv, đã là bv cần sạch sẽ đảm bảo vệ sinh, nhưng thật sự thất vọng vô cùng.",Bệnh viện Nhi tỉnh Lâm Đồng,1 sao,"3,0"
"Bệnh viện sạch sẽ tương đối, thái độ y bác sĩ khá tốt. Hộ lý khoa nội nhiễm khá thái độ, con trẻ đôi khi ói, đái ra ga giường, xin thay ngày 1 cái thái độ vô cùng, ko cho, khó chịu. Trong khi trong tủ ga giường, chăn còn khá nhiều",Bệnh viện Nhi tỉnh Lâm Đồng,3 sao,"3,0"
"Bệnh viện sạch sẽ, thông thoáng. Tập trung khám nhi nên sẽ không đợi lâu. Chi phí khám theo giá nhà nước. Nếu bảo hiểm tại nơi cư trú sẽ ok hơn",Bệnh viện Nhi tỉnh Lâm Đồng,4 sao,"3,0"
"Bệnh viện sạch, các bác sĩ cũng rất thân thiện.chỉ chán đã gọi là bệnh viện nhi mà thuốc toàn không có.kê đơn thuốc người lớn đắng nghét trẻ ko thể uống đc.di khám hai lần hai lần đều phải cầm đơn ra bs ngoài để đổi thuốc.",Bệnh viện Nhi tỉnh Lâm Đồng,3 sao,"3,0"
"Đã là 54 anh em dân tộc thì ai cũng đáng được tôn trọng cả. Một số ít bộ phận trong bệnh viện đừng nên có thái độ phân biệt đối xử, không tôn trọng, miệt thị,... người đồng bào.",Bệnh viện Nhi tỉnh Lâm Đồng,1 sao,"3,0"
"Mình cho con khám răng mà bác sĩ không đeo bao tay, thọc tay không như vậy vào miệng con mình",Bệnh viện Nhi tỉnh Lâm Đồng,1 sao,"3,0"
"Nước sinh hoạt rất phèn, vàng khè. Không dám sử dụng",Bệnh viện Nhi tỉnh Lâm Đồng,2 sao,"3,0"
"Bệnh viện khá vắng vẻ, sạch sẽ, có chỗ chơi cho em bé. Y bác sỹ nhiệt tình.",Bệnh viện Nhi tỉnh Lâm Đồng,5 sao,"3,0"
Địa điểm này mình hay ghé đến để thăm khám và chăm sóc da. Ngoài ra ở đây có thêm dịch vụ gội đầu dưỡng sinh.,Phòng Khám Bệnh Hồ Mỹ Hương,5 sao,"4,0"
Sau nhiều năm bị mụn và mình cũng đã điều trị rất nhiều nơi nhưng vẫn không thể hết được. Vô tình lướt FB thì mình đã tìm được Spa NaVy's Beauty. Ở đây mình được BSCK1 HỒ MỸ HƯƠNG trực tiếp khám và điều trị. Sau vài tháng  trị mụn và trị …,Phòng Khám Bệnh Hồ Mỹ Hương,5 sao,"4,0"
"Bs nói chuyện chán đời, thái độ không xứng với tiền bỏ ra. Vào khám thì giới thiệu qua bv tư để cắt thắng lưỡi :))) làm ăn chả ra cái gì",Phòng Khám Bệnh Hồ Mỹ Hương,1 sao,"4,0"
Mình đã khám bệnh ở đây cứ tưởng máy móc hiện đại lắm chẳng có cái gì phí khám thì trên trời luôn chỉ được mỗi cái phục vụ tốt thôi,Phòng Khám Đa khoa Link - Đà Lạt,1 sao,"4,3"
Dịch vụ quá tệ. Vc mình đã từng khám tại phòng khám nên hôm nay có tham khảo trên mạng là phòng khám có khoa YHCT.Mẹ mình bị tổn thương dây thần kinh số 7 ngoại biên mức độ trung bình . (Có hồ sơ kết luận điện cơ được làm ở Sg cách đây 2 …,Phòng Khám Đa khoa Link - Đà Lạt,1 sao,"4,3"
"Dịch vụ chăm sóc bệnh nhân tận tình, hỏi han chu đáo. Tuy nhiên phải ngồi chờ đợi khá lâu hơn 40p. Thậm chí mình ngồi đợi chờ trước nhưng vẫn bị vào khám sau một bệnh nhân đến sau. Mình phải bị đi vòng lên xuống hai lần mới có thể thanh toán và cắt chỉ cho.",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Nhân viên thân thiện, hoà đồng, nhiệt tình, chu đáo. Máy móc hiện tại. Bác sĩ vui vẻ, tư vấn rất có tâm..❤️",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Phòng khám sạch sẽ,nhân viên hoà đồng, vui vẻ, tận tâm.Bác sĩ thì nhiệt tình, tư vẫn rất kỹ. Mọi người nên đến và trải nghiệm nhé😘 …",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Bác sĩ tận tâm, nhân viên vui vẻ, nhiệt tình. Trải nghiệm tốt khi đến đây.",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Phòng khám ở đây máy móc hiện đại , sạch sẽ
Bác sĩ tận tâm , nhiệt tình mình rất đánh giá cao phòng khám Link",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Tệ thật sự , nhân viên đông nhưng mà toàn ngồi chơi , khách ko quá đông nhưng chờ rất lâu tới chán phải đi về luôn .",Phòng Khám Đa khoa Link - Đà Lạt,1 sao,"4,3"
"Các bạn kthuat ở đây quá dể thương. Nhân viên dẫn dắt tận nơi. 1 trãi nghiệm quá là hài lòng với các bạn ở Đa Khoa Link.
Không có cảm giác sợ hãi lạnh lẽo như khi bước vào các cơ sở khám chữa bệnh khác.",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
"Bác sĩ rất tận tâm, nhân viên điều dưỡng ai cũng vui vẻ hướng dẫn, xét nghiệm cho kết quả nhanh chóng không phải chờ đợi lâu",Phòng Khám Đa khoa Link - Đà Lạt,5 sao,"4,3"
Ai có ý định đến đây khám thì thôi k ra bệnh còn rước bực vào người á.máy siêu âm thì cọc cạch bác sĩ thì để bệnh nhân chờ mỏi mệt.kêu khám thì thái độ lồi lõm nc như bổ vào mặt bệnh nhân k có 1 câu từ nào gọi là lương y như từ mẫu.gặp con mụ siêu âm thì thôi từ mặt chứ từ mẫu gì.chừa tới già nhé bác sĩ ngông cuồng,Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8"
"Nhà Hộ Sinh nằm ngay đường Phan Đình Phùng đông đúc, nhiều quán ăn! Nhà hộ sinh cũng sạch sẽ ạ! Nơi đây khám cho phụ nữ có em bé, cũng rất có thứ tự ạ! Ko quá chén chúc.",Nhà Hộ Sinh Tp.Đà Lạt,5 sao,"2,8"
"Siêu âm cho vui chứ k nên tin kết quả :))
Siêu âm ra nhau độ 3 tui sợ quá đi Từ Dũ gấp ra độ 2
Bà bs test nước tiểu thì best luôn, kêu thai phụ tự đổ lọ nước tiểu tự rửa úp cho bả. Chắc bả là mẹ thiên hạ bố thiên nhiên, vào đó đóng tiền để hầu mấy bả.
Được cái rẻ :))",Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8"
Không hiểu nhà nước có biết về nơi này không chứ tại đây bác sĩ chắc là kinh nghiệm không có làm việc kiểu như có tiền mới làm không có tiền thì cho ngồi đợi chán chê kh đc thì về ai có ý định tới đây thì nên cân nhắc,Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8"
"Nhân viên quầy tiếp đón rất thái độ với bệnh nhân (đặc biệt người lớn tuổi). Bác sĩ siêu âm sơ sài, qua loa.
Mong BV xem qua góp ý và cải thiện",Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8"
"Thái độ đối xử với sản phụ như đối xử với con bệnh. Khám qua loa, mặt lạnh.",Nhà Hộ Sinh Tp.Đà Lạt,3 sao,"2,8"
"Máy móc, trang thiết bị hơi cũ và không chất lượng, nhưng mấy cô ở đây chăm sóc kĩ càng, tận tâm, cũng có người này ko tốt nhưng người tốt chiếm đa số.",Nhà Hộ Sinh Tp.Đà Lạt,4 sao,"2,8"
Nhân viên tiếp nhận hồ sơ có thái độ không tôn trọng bà bầu,Nhà Hộ Sinh Tp.Đà Lạt,1 sao,"2,8"
"Tay nghề của bác sĩ ở đây tốt, vết phẫu thuật gọn, đẹp. Nên bé nhà mình mau khỏe và nhanh chóng vận động lại. Điểm trừ là mình cảm thấy các bạn nhân viên thiếu năng lượng hay sao đó. Cứ chầm chập, từ từ, như kiểu slow motion í, đấy là mình …",Phòng khám thú y Sumi Đà Lạt,4 sao,"4,1"
"Mình sử dụng dịch vụ thiến mèo ở đây.
Mèo đực dưới 5kg sẽ là 400k, trên 5kg là 500k.
Sáng 8:30 nhận mèo thì chiều 14h là có thể đón bé về. …",Phòng khám thú y Sumi Đà Lạt,4 sao,"4,1"
"Em bức xúc quá rồi mng ơi nên em mới lên đây để đăng bài, mong mọi người biết mà né để còn kịp cứu chó mèo nhà mình!!! …",Phòng khám thú y Sumi Đà Lạt,1 sao,"4,1"
"Bác sĩ tư vấn rất kỹ trước khi khám, nhanh gọn chuyên nghiệp. Bác sĩ khám mát tay, nghe lời bác sĩ sau khi hậu phẫu thì không có vấn đề gì xảy ra hết.",Phòng Khám Thú Y: BSTY Toàn,5 sao,"4,4"
"Bác sĩ tay nghề rất tệ, không có tâm với nghề. Tiêm thuốc ngừa cho chó mà làm liệt luôn chân sau. Triệt sản thì làm viêm. Vì tiếc tiền thuốc mê mà phẫu thuật sống con chó nhỏ. Đem thú cưng đến đây tiền mất tật mang.",Phòng Khám Thú Y: BSTY Toàn,1 sao,"4,4"
